# X Y
1 5.88e-005
2 5.88e-005
3 5.88e-005
4 5.88e-005
5 5.88e-005
6 5.88e-005
7 5.88e-005
8 5.88e-005
9 5.88e-005
10 0.000151415
11 0.00040317
12 0.00108751
13 0.00294774
14 0.00526494
15 0.00758214
16 0.00989934
17 0.0122165
18 0.0145337
19 0.016851
20 0.0191682
