# Longueur tumeur nbr_cellule temps
1 0.00051 67
2 0.0007032 68
3 0.0008964 69
4 0.0010896 70
5 0.0012828 71
6 0.001476 72
7 0.0016692 73
8 0.0018624 74
9 0.0020556 75
10 0.0027849 76
11 0.00443539 77
12 0.00858989 78
13 0.019551 79
14 0.0323022 145
15 0.0450534 211
16 0.0578046 277
17 0.0705559 343
18 0.0833073 409
19 0.0960586 475
20 0.10881 541
