# tumeur en fct du temps
1 0.00051
2 0.0007032
3 0.0008964
4 0.0010896
5 0.0012828
6 0.001476
7 0.0016692
8 0.0018624
9 0.0020556
10 0.0027849
11 0.00443539
12 0.00858989
13 0.019551
14 0.0323022
15 0.0450534
16 0.0578046
17 0.0705559
18 0.0833073
19 0.0960586
20 0.10881
